0.000000	5.772386E-18
0.002000	5.859852E-06
0.020000	4.168061E-05
0.052000	8.951385E-05
0.088000	1.173147E-04
0.127000	1.242020E-04
0.174000	1.211050E-04
0.233000	1.156895E-04
0.305000	1.108501E-04
0.390000	1.069174E-04
0.486000	1.033660E-04
0.595000	9.958469E-05
0.717000	9.513119E-05
0.853000	8.979324E-05
1.001000	8.358641E-05
1.158000	7.671484E-05
1.320000	6.949902E-05
1.482000	6.228880E-05
1.639000	5.538915E-05
1.788000	4.901792E-05
1.927000	4.329737E-05
2.055000	3.826849E-05
2.172000	3.391449E-05
2.279000	3.018383E-05
2.376000	2.700824E-05
2.466000	2.431495E-05
2.549000	2.203388E-05
2.626000	2.010136E-05
2.697000	1.846158E-05
2.764000	1.706676E-05
2.827000	1.587656E-05
2.887000	1.485728E-05
2.943000	1.398092E-05
2.996000	1.322427E-05
3.046000	1.256817E-05
3.093000	1.199676E-05
3.138000	1.149693E-05
3.181000	1.105779E-05
3.222000	1.067033E-05
3.260000	1.032702E-05
3.297000	1.002158E-05
3.332000	9.748760E-06
3.365000	9.504132E-06
3.397000	9.283971E-06
3.427000	9.085122E-06
3.455000	8.904908E-06
3.482000	8.741046E-06
3.508000	8.591584E-06
3.533000	8.454847E-06
