0.000000	1.220411E-11
0.002000	3.196751E-06
0.017000	2.062075E-05
0.045000	4.360872E-05
0.076000	5.662514E-05
0.109000	5.935410E-05
0.149000	5.717595E-05
0.199000	5.387153E-05
0.259000	5.090952E-05
0.327000	4.852419E-05
0.402000	4.655026E-05
0.480000	4.479214E-05
0.562000	4.312519E-05
0.645000	4.149338E-05
0.730000	3.988241E-05
0.816000	3.829581E-05
0.904000	3.673951E-05
0.996000	3.521413E-05
1.092000	3.371254E-05
1.196000	3.222104E-05
1.308000	3.072277E-05
1.432000	2.920206E-05
1.567000	2.764878E-05
1.715000	2.606143E-05
1.874000	2.444823E-05
2.044000	2.282607E-05
2.221000	2.121757E-05
2.401000	1.964736E-05
2.583000	1.813854E-05
2.761000	1.671008E-05
2.935000	1.537542E-05
3.100000	1.414234E-05
3.256000	1.301348E-05
3.402000	1.198742E-05
3.536000	1.105978E-05
3.660000	1.022429E-05
3.773000	9.473631E-06
3.876000	8.800084E-06
3.969000	8.195990E-06
4.053000	7.654038E-06
4.129000	7.167421E-06
4.198000	6.729932E-06
4.260000	6.335986E-06
4.316000	5.980592E-06
4.366000	5.659332E-06
4.412000	5.368311E-06
4.453000	5.104103E-06
4.490000	4.863703E-06
4.524000	4.644474E-06
