0.000000	1.220411E-11
0.002000	3.646193E-06
0.020000	2.380566E-05
0.052000	5.041091E-05
0.088000	6.547177E-05
0.126000	6.862540E-05
0.172000	6.610339E-05
0.230000	6.228242E-05
0.299000	5.886132E-05
0.379000	5.611033E-05
0.465000	5.383769E-05
0.557000	5.181683E-05
0.651000	4.990336E-05
0.748000	4.803218E-05
0.847000	4.618623E-05
0.948000	4.436860E-05
1.052000	4.258465E-05
1.159000	4.083299E-05
1.273000	3.910283E-05
1.395000	3.737558E-05
1.528000	3.562930E-05
1.674000	3.384438E-05
1.834000	3.200903E-05
2.009000	3.012313E-05
2.198000	2.819944E-05
2.399000	2.626169E-05
2.607000	2.434054E-05
2.821000	2.246840E-05
3.034000	2.067485E-05
3.244000	1.898343E-05
3.446000	1.741012E-05
3.639000	1.596345E-05
3.821000	1.464545E-05
3.990000	1.345315E-05
4.146000	1.238015E-05
4.289000	1.141791E-05
4.419000	1.055688E-05
4.537000	9.787187E-06
4.643000	9.099250E-06
4.740000	8.484036E-06
4.826000	7.933240E-06
4.904000	7.439362E-06
4.975000	6.995715E-06
5.038000	6.596365E-06
5.095000	6.236098E-06
5.146000	5.910341E-06
5.192000	5.615093E-06
5.234000	5.346863E-06
5.271000	5.102599E-06
