0.000000	1.220411E-11
0.002000	3.809593E-06
0.021000	2.496436E-05
0.055000	5.288982E-05
0.093000	6.870209E-05
0.133000	7.201624E-05
0.181000	6.937186E-05
0.241000	6.536341E-05
0.314000	6.177475E-05
0.398000	5.889000E-05
0.489000	5.650813E-05
0.585000	5.439146E-05
0.684000	5.238841E-05
0.786000	5.043055E-05
0.891000	4.849971E-05
0.997000	4.659871E-05
1.106000	4.473252E-05
1.220000	4.289882E-05
1.340000	4.108525E-05
1.469000	3.927120E-05
1.610000	3.743272E-05
1.764000	3.554864E-05
1.934000	3.360662E-05
2.119000	3.160727E-05
2.319000	2.956531E-05
2.531000	2.750741E-05
2.752000	2.546751E-05
2.977000	2.348118E-05
3.202000	2.158053E-05
3.423000	1.979081E-05
3.637000	1.812889E-05
3.840000	1.660346E-05
4.031000	1.521618E-05
4.209000	1.396340E-05
4.372000	1.283785E-05
4.522000	1.183007E-05
4.658000	1.092958E-05
4.782000	1.012572E-05
4.893000	9.408120E-06
4.993000	8.767102E-06
5.084000	8.193794E-06
5.165000	7.680211E-06
5.238000	7.219256E-06
5.304000	6.804647E-06
5.363000	6.430878E-06
5.416000	6.093129E-06
5.464000	5.787192E-06
5.507000	5.509400E-06
5.546000	5.256552E-06
