0.000000	5.609821E-18
0.002000	5.694823E-06
0.019000	4.050678E-05
0.051000	8.699291E-05
0.086000	1.140109E-04
0.123000	1.207041E-04
0.169000	1.176944E-04
0.227000	1.124314E-04
0.297000	1.077283E-04
0.379000	1.039064E-04
0.472000	1.004550E-04
0.578000	9.678019E-05
0.697000	9.245212E-05
0.828000	8.726450E-05
0.972000	8.123249E-05
1.124000	7.455444E-05
1.281000	6.754184E-05
1.438000	6.053468E-05
1.590000	5.382934E-05
1.734000	4.763753E-05
1.868000	4.207808E-05
1.991000	3.719083E-05
2.104000	3.295944E-05
2.207000	2.933384E-05
2.302000	2.624768E-05
2.388000	2.363024E-05
2.468000	2.141340E-05
2.542000	1.953530E-05
2.611000	1.794170E-05
2.676000	1.658616E-05
2.736000	1.542948E-05
2.793000	1.443890E-05
2.847000	1.358722E-05
2.898000	1.285188E-05
2.947000	1.221426E-05
2.992000	1.165894E-05
3.036000	1.117318E-05
3.077000	1.074641E-05
3.116000	1.036986E-05
3.153000	1.003621E-05
3.189000	9.739379E-06
3.222000	9.474239E-06
3.254000	9.236500E-06
3.284000	9.022539E-06
3.313000	8.829290E-06
3.341000	8.654150E-06
3.367000	8.494903E-06
3.391000	8.349650E-06
3.415000	8.216764E-06
