0.000000	6.100227E-18
0.002000	6.192621E-06
0.021000	4.404470E-05
0.055000	9.457238E-05
0.093000	1.238704E-04
0.134000	1.309578E-04
0.182000	1.274098E-04
0.244000	1.214215E-04
0.320000	1.161297E-04
0.409000	1.119051E-04
0.511000	1.081714E-04
0.627000	1.042485E-04
0.756000	9.963865E-05
0.900000	9.409750E-05
1.057000	8.763092E-05
1.224000	8.045091E-05
1.396000	7.289615E-05
1.568000	6.533780E-05
1.735000	5.809974E-05
1.894000	5.141336E-05
2.041000	4.540873E-05
2.177000	4.012979E-05
2.302000	3.555931E-05
2.416000	3.164330E-05
2.520000	2.831014E-05
2.615000	2.548337E-05
2.704000	2.308939E-05
2.786000	2.106132E-05
2.862000	1.934054E-05
2.933000	1.787688E-05
3.000000	1.662798E-05
3.064000	1.555845E-05
3.123000	1.463890E-05
3.180000	1.384496E-05
3.233000	1.315654E-05
3.284000	1.255698E-05
3.332000	1.203251E-05
3.378000	1.157173E-05
3.421000	1.116517E-05
3.463000	1.080492E-05
3.502000	1.048442E-05
3.539000	1.019813E-05
3.575000	9.941420E-06
3.608000	9.710382E-06
3.640000	9.501704E-06
3.671000	9.312577E-06
3.700000	9.140607E-06
3.728000	8.983746E-06
3.754000	8.840237E-06
